id_cliente,identificacion,nombre,apellido,genero,fecha_nacimiento,correo,telefono,id_programa,fecha_afiliacion,tipo_cliente
4217,891043214,Paulina,Zedillo Rentería,F,1999-03-20,fbustamante@example.org,(976)302-8665x35818,4,2024-12-05,Ocasional
4218,270801089,Ricardo,Ulloa Moreno,M,1962-12-28,qcarbajal@example.com,(148)688-2385,,,Ocasional
4219,397741585,Jaime,Casárez Montaño,F,1995-06-06,anayayolanda@example.net,466.730.8804,2,2025-08-17,Ocasional
4220,490130139,Patricia,Acuña Tafoya,F,2000-06-01,de-leonmercedes@example.org,460.011.1566x311,3,2023-01-07,Ocasional
4221,817345380,Aldonza,Saucedo Jaramillo,F,1986-03-15,jacinto79@example.net,1-938-124-0147,2,2024-04-08,Ocasional
4222,102297478,Leticia,Olvera Verduzco,N,1975-08-31,jleal@example.com,(159)101-4529x717,3,2022-01-27,Ocasional
4223,308745836,Wilfrido,Fierro Aguilera,N,1983-04-08,elena11@example.org,750-931-0617x3559,3,2025-12-10,Frecuente
4224,613761833,Sergio,Saiz Casillas,F,1963-03-11,cromero@example.org,06640162595,4,2025-08-09,Frecuente
4225,830851962,Elsa,Herrera Murillo,F,1965-01-23,maria-elena97@example.org,(089)372-5956x1689,3,2025-02-07,Ocasional
4226,223631253,Ramiro,Fernández Salgado,F,1950-09-17,adriana14@example.net,00270364657,1,2025-05-31,VIP
4227,741967853,Leonel,Barreto Armas,N,1995-07-01,clara72@example.org,(754)354-7780x15260,1,2023-07-05,VIP
4228,015387198,Minerva,Lucio Tejeda,N,1951-07-18,tvalles@example.net,1-588-397-8479,1,2022-08-14,VIP
4229,723255554,Bruno,Páez Pabón,N,1986-04-18,reina14@example.com,503-231-2489,,,Frecuente
4230,258699818,Bruno,Herrera Covarrubias,M,2003-10-22,ijaime@example.net,1-891-596-5458,4,2022-03-08,VIP
4231,940748372,Cornelio,Rosario Gamboa,N,1984-02-28,benriquez@example.com,06893942418,2,2025-08-20,Ocasional
4232,004060360,Indira,Almanza Longoria,M,1986-10-08,albajulia@example.org,708-762-4082x833,,,Ocasional
4233,036512639,Susana,Ávila Angulo,F,1985-12-13,marianogamez@example.org,528-925-7026x7218,2,2022-10-16,Frecuente
4234,500326840,Daniela,Morales Saiz,N,1980-05-19,murillomaria-cristina@example.com,175.363.9786,,,Ocasional
4235,253924161,Vanesa,Villegas Arias,F,1982-01-17,lauracarrion@example.net,396-822-9833,2,2022-07-30,VIP
4236,360999794,Lilia,Vergara Benavides,N,1975-08-03,marcos17@example.net,1-003-056-4415,,,Ocasional
4237,677867706,Perla,Villegas Páez,M,1952-12-05,hmalave@example.org,(875)833-1839x02157,,,Ocasional
4238,236857768,Evelio,Correa Aguayo,M,1991-03-20,liliacamarillo@example.net,228-794-7311x098,3,2023-08-04,VIP
4239,580020801,Carolina,Bahena Lozano,F,2000-11-22,palomobarbara@example.org,1-362-885-7015,,,VIP
4240,783404098,Pamela,Zedillo Pantoja,F,1993-02-25,kcardenas@example.com,263.026.6980,1,2022-09-22,Ocasional
4241,414915396,Emilia,Chavarría Quintero,N,1956-05-10,ramonvallejo@example.com,(629)091-3741x283,2,2024-10-26,VIP
4242,508687059,Rodrigo,Becerra Quintanilla,F,1961-05-15,yeni67@example.org,1-082-204-7301,4,2025-12-12,Ocasional
4243,446093894,Rosalia,Cedillo Irizarry,N,1984-02-26,ramongilberto@example.net,241-833-5672x0719,3,2023-03-01,Ocasional
4244,299371997,Aida,Cardona Juárez,F,2002-07-24,ugarica@example.com,272.208.9580x90151,4,2024-04-22,Ocasional
4245,565095594,Marisol,Limón Tirado,M,1973-06-17,icenteno@example.org,(867)364-3894x152,4,2023-07-09,VIP
4246,625842202,Felix,Muñiz Villalobos,M,1956-07-08,veronicabanuelos@example.org,1-016-651-5174x7723,4,2022-04-22,Frecuente
4247,029656012,Yuridia,Lerma Fuentes,F,1983-10-29,oorozco@example.com,(798)465-0335,,,VIP
4248,699099189,Aida,Jáquez Olivera,M,2001-02-22,canalesines@example.net,765-096-0307,3,2023-07-10,Ocasional
4249,030872946,Jos,Sánchez Montalvo,N,1956-08-03,qzuniga@example.org,1-963-229-9194x57634,4,2025-08-23,VIP
4250,736748939,Esteban,Gutiérrez Zamora,N,1984-02-05,lbarrios@example.org,(306)193-7706x198,1,2024-07-05,VIP
4251,742022768,Martín,Téllez Arreola,M,1973-07-19,ulloamartha@example.net,06699341055,4,2023-11-30,Frecuente
4252,134503516,Juana,Saavedra de Anda,F,1971-05-16,carolina74@example.org,+78(4)2717137564,2,2022-05-01,Frecuente
4253,086680031,Porfirio,Peralta Quintana,N,1971-11-05,irizarryestela@example.com,893-617-5908,,,Ocasional
4254,256782214,Nelly,Romero Alcántar,N,1956-12-04,cortesjose-carlos@example.org,828-160-2533x4411,,,Ocasional
4255,306217117,Abel,de la Torre Delgado,F,1980-06-10,benavidesesparta@example.net,160-922-8937,3,2025-06-14,Frecuente
4256,930109513,Abel,Zambrano Ruiz,F,1991-11-16,lourdesguevara@example.org,933-002-3285,2,2024-11-01,Ocasional
4257,505586884,Dalia,Casares Cisneros,M,1997-06-02,abril06@example.org,417-486-0064,1,2025-07-24,Frecuente
4258,407849277,Rosalia,Sepúlveda Santacruz,N,2006-07-15,fidelrendon@example.net,(902)902-7699x904,,,Frecuente
4259,400231043,Ignacio,Arredondo Valdez,F,2004-02-07,adrianade-la-o@example.com,927.829.7253x98374,4,2023-01-09,VIP
4260,885832871,Ignacio,Gastélum Quiroz,N,1997-07-07,amelia12@example.com,(490)856-4320x6593,,,Frecuente
4261,882068238,Caridad,Concepción Irizarry,M,1985-11-04,oscardiaz@example.com,065.457.3485x4132,1,2023-12-27,VIP
4262,207600307,Eugenia,Pulido Olivárez,M,1979-01-28,penadulce@example.com,(308)197-3349,3,2023-08-25,Ocasional
4263,745493365,Helena,Merino Colunga,F,1987-01-07,herediajonas@example.org,205-267-3889,4,2022-11-04,Ocasional
4264,540466470,Adán,Razo Ochoa,N,1993-08-29,guzmancarla@example.net,1-876-395-4002x20267,2,2023-04-25,Frecuente
4265,243697703,Rafaél,Valdés Peralta,M,1962-06-17,benjamin27@example.net,+57(0)2730382000,,,VIP
4266,994464608,Yuridia,Archuleta Gamez,N,1954-02-12,burgosblanca@example.org,(009)282-1038x8781,,,Ocasional
4267,830155752,Israel,Carrero López,N,1960-05-02,riveronadia@example.net,(654)016-2429,4,2025-02-01,VIP
4268,233667080,Joaquín,Navarro Negrete,F,1985-07-24,nayelirosario@example.org,1-791-542-2058x3283,2,2025-05-28,Frecuente
4269,056980419,Mariano,Barajas Noriega,M,1988-08-23,tmendoza@example.com,632.424.6604x7294,,,Ocasional
4270,415173353,Nayeli,Jaramillo Corrales,M,1958-05-19,albertoaltamirano@example.org,04310160970,3,2024-11-28,VIP
4271,610252971,Luis Manuel,Rico Armenta,M,1974-01-07,felipe02@example.com,09350805423,3,2024-10-20,Ocasional
4272,651102661,Estefanía,Montez Sanabria,N,1957-11-22,antonio51@example.net,03428815147,2,2025-09-22,VIP
4273,585429768,Fabiola,Valverde Velásquez,N,1954-01-18,melgaresparta@example.com,1-991-557-2876x8418,1,2025-09-11,Frecuente
4274,481884847,Benjamín,Piña Cavazos,F,1983-09-22,juliacarrero@example.net,1-624-341-9173,2,2024-06-18,VIP
4275,478776979,Renato,Maya Vallejo,M,1963-08-13,corneliovillarreal@example.com,(405)546-3218,4,2022-03-14,Frecuente
4276,386010758,Dulce,Quiroz Alonso,M,1985-07-24,ornelasclara@example.com,(610)844-7607x7989,,,Ocasional
4277,307626837,Olivia,Valladares Olmos,F,1963-03-27,nicolaspedraza@example.com,(333)989-8525,3,2024-06-10,Frecuente
4278,592231111,Pilar,Sepúlveda Baeza,M,1956-08-31,reina62@example.com,(558)031-5395,4,2023-03-07,Ocasional
4279,173500222,Esmeralda,Barragán Esquivel,F,1966-08-06,galindojonas@example.org,04857517431,2,2024-10-21,Ocasional
4280,011714108,Samuel,Escalante Partida,N,1973-08-19,arceliavillagomez@example.com,1-314-572-6542x58660,,,Frecuente
4281,438683367,Caridad,Vargas Irizarry,F,2000-02-21,hcandelaria@example.com,+81(0)7452548615,,,VIP
4282,453547877,Alma,Tamez Muro,N,1972-06-14,blanca10@example.net,(030)615-4710x5787,,,Ocasional
4283,908680427,Anel,Gutiérrez Riojas,N,1959-10-31,florezblanca@example.org,1-427-100-3666x0632,1,2024-10-31,Frecuente
4284,187827323,Pilar,Rodríquez Soria,F,1984-05-25,montoyarocio@example.com,1-560-695-5991x52427,,,Ocasional
4285,441041739,Humberto,Bahena Zúñiga,M,1955-05-08,canalesjose-manuel@example.net,05364431623,2,2024-07-31,Ocasional
4286,725345692,Adela,Alvarez Guzmán,N,1975-12-03,anguianohomero@example.net,208.235.0968,3,2025-10-16,Ocasional
4287,262938360,Oswaldo,Sepúlveda Ulibarri,N,1991-05-30,angelbrito@example.com,1-638-676-8444x1219,3,2025-09-26,Frecuente
4288,017377654,Ángel,Rosas Ávalos,F,1996-03-12,jcordero@example.net,07894260320,3,2023-12-22,VIP
4289,085158461,Abraham,Galarza Vásquez,F,1991-09-25,cresposofia@example.org,1-425-942-8398,,,Frecuente
4290,035999068,Benjamín,Carmona Collado,M,1983-10-24,apodacaisrael@example.net,012.442.3602x567,,,Ocasional
4291,120772182,Eugenio,Duarte de la Garza,N,1990-05-05,razobenjamin@example.org,209.554.0934,3,2022-12-16,Ocasional
4292,173048267,Estela,Ocampo Segovia,M,2003-02-18,gvega@example.com,(030)665-6930x0903,,,Ocasional
4293,798702001,Nancy,Rosales Maya,F,1970-09-02,linda76@example.org,428.233.4430,4,2025-11-15,Ocasional
4294,799369594,Fidel,Roldán Bustamante,M,1983-04-14,debora72@example.net,+51(3)9541491611,,,VIP
4295,745847798,Arcelia,Cornejo Suárez,N,1957-05-30,concepcion56@example.net,09623268625,,,Frecuente
4296,966029279,Augusto,Espinoza Rocha,N,1957-04-11,ecollazo@example.com,(905)559-0848x31034,2,2024-01-10,Ocasional
4297,538035603,Horacio,Parra Yáñez,M,1985-09-30,esmeralda07@example.com,820.976.8127x8889,,,VIP
4298,270775614,Abel,Barreto Duarte,M,1986-11-20,leticiavallejo@example.com,09062944205,,,Ocasional
4299,334093727,Débora,Alonzo Fernández,N,1952-02-09,pichardoivan@example.com,02875334808,,,Frecuente
4300,737108915,Aida,Benavides Estrada,N,1952-12-13,tbadillo@example.net,(742)142-5482,1,2022-04-15,VIP
4301,213954053,María Elena,Camacho Valencia,M,1964-06-29,lozanoindira@example.com,922-962-5847x072,1,2022-09-12,Frecuente
4302,153101710,Camilo,Rodrígez Ponce,N,1983-10-20,sofia05@example.org,+44(3)1974063959,2,2024-06-20,Ocasional
4303,589211897,Amador,Rosado Abreu,M,1950-12-30,raelgonzalo@example.org,1-339-735-1090x933,3,2025-04-09,VIP
4304,819007389,Augusto,Soliz Perales,M,1999-09-15,yeniverduzco@example.net,(591)469-3666x39189,,,Frecuente
4305,623385469,Amador,Arias Verduzco,N,1963-11-27,sanchesabel@example.com,218.951.4197,,,Frecuente
4306,760660623,Emilia,Ledesma Sotelo,N,2006-04-17,caparicio@example.net,07754507568,2,2025-09-27,Frecuente
4307,705548845,Víctor,Ponce Ulibarri,M,1976-04-07,lozanominerva@example.com,1-900-138-8597x87191,3,2022-06-26,Frecuente
4308,389437252,Felix,Escobar Barela,M,1976-11-14,saavedraanabel@example.net,1-946-696-1479,3,2022-08-19,VIP
4309,457121731,María Eugenia,Valles Farías,M,1996-06-08,julio-cesarybarra@example.com,133-529-5400x5453,4,2022-04-12,VIP
4310,932199091,Alicia,Mares Cervantes,M,1963-12-25,lirafabiola@example.org,1-665-189-9940x36402,,,Ocasional
4311,756076021,Ricardo,Toledo Bustamante,N,1989-02-19,fsantillan@example.net,332-621-0038x58947,,,VIP
4312,349383839,Catalina,Valles Casares,N,1978-03-21,jose-eduardo15@example.net,(198)362-3081,1,2022-11-03,Ocasional
4313,029773378,Tania,Ríos Cisneros,F,2006-08-23,ealfaro@example.com,02420441568,,,VIP
4314,447805835,Celia,Balderas Rodríguez,M,2004-03-29,maximilianoyanez@example.net,949.940.1898x9266,4,2023-10-01,VIP
4315,814810586,Dolores,Velásquez Gil,N,1954-11-30,qrascon@example.org,656-002-2957x0349,2,2023-07-19,Ocasional
4316,004161859,Elisa,Montemayor Noriega,N,1969-06-27,genarocarvajal@example.com,079-876-7993x689,1,2024-11-12,VIP
4317,251628772,Carlota,Zapata Muñiz,M,1960-07-20,alvarovilla@example.net,(634)777-4154,,,Frecuente
4318,441917440,Luis Miguel,Estévez Gamez,F,1967-10-10,hector19@example.org,02802914394,4,2025-08-19,Ocasional
4319,633350959,Clemente,Ayala Quiroz,N,1980-09-19,monica01@example.com,972.056.5227,2,2023-06-21,Ocasional
4320,171292664,Arcelia,Zedillo Chavarría,N,1969-07-03,bulloa@example.com,009.670.8338,3,2024-01-24,Ocasional
4321,769266847,Óliver,Soto Aguirre,N,1972-05-04,zvalladares@example.com,382.878.9917,,,Frecuente
4322,782320694,Cornelio,Estrada Mireles,F,1965-06-29,porfirioterrazas@example.org,136.992.8710,,,VIP
4323,874568754,Alberto,Duarte Gaitán,M,1984-10-26,bregalado@example.com,134.551.6388,2,2022-06-11,Frecuente
4324,793299412,Natalia,Guerra Domínguez,F,1993-12-29,ccarrero@example.com,1-549-811-1809x816,,,VIP
4325,975113512,Marco Antonio,Aguirre Trejo,N,2006-04-08,carvajalcristal@example.net,04714384011,,,Ocasional
4326,376006590,Ivonne,Limón Anaya,F,2000-11-12,elsamolina@example.net,(900)705-5309x627,1,2022-04-12,Frecuente
4327,755505509,Marisela,Borrego Urías,M,1997-04-25,hvigil@example.com,(301)776-2609x4927,1,2022-07-27,Frecuente
4328,728203145,Homero,Nevárez Guillen,F,1956-06-03,xzapata@example.net,968-260-6928x041,1,2024-07-11,Ocasional
4329,170422286,María del Carmen,Niño Valadez,N,1950-03-14,almagranado@example.org,1-003-766-0028,2,2023-03-19,Ocasional
4330,074767582,Humberto,Menchaca Balderas,F,1950-03-10,pilarlemus@example.net,1-106-897-3173x672,,,VIP
4331,889526711,Felix,Berríos Baeza,M,1954-11-17,angulosofia@example.com,975.130.1207,,,Ocasional
4332,555030292,Esparta,Altamirano Tórrez,M,1959-05-14,nunezelvira@example.com,110-502-7257x7261,4,2024-09-23,Ocasional
4333,031603917,Salma,Matías Tapia,F,1965-01-17,federico61@example.net,(735)858-2434,2,2024-09-07,Ocasional
4334,356153815,Olivia,Corral Collazo,F,1996-04-20,saucedoisabel@example.com,236-239-1613x502,1,2024-11-04,Frecuente
4335,683737989,Horacio,Tejeda Montalvo,N,1971-09-20,diana56@example.net,1-088-063-5729x898,4,2022-09-01,Ocasional
4336,999111508,Concepción,Armas Montaño,M,1990-04-20,aurelio37@example.net,(829)127-1643,2,2023-02-28,VIP
4337,178129920,Blanca,Padilla Mesa,F,1993-09-02,balderaslilia@example.net,116-020-1221,1,2022-07-30,VIP
4338,288147469,Citlali,Mota Tirado,M,1995-11-25,mitzy23@example.net,1-484-893-6980x225,,,VIP
4339,229722903,Amalia,Valladares Cantú,M,1953-06-27,jose-luisrobles@example.net,(813)742-1415x70995,,,Ocasional
4340,275643122,César,Casillas Ballesteros,M,1961-01-04,karina05@example.net,(992)611-0447x6149,2,2022-06-24,Frecuente
4341,862873734,Gabriela,Feliciano Lucero,N,1961-07-18,montenegroanel@example.org,681.945.7545,2,2025-06-09,Ocasional
4342,017759280,Darío,Garay Mata,F,1985-07-11,nelly97@example.org,1-550-552-4110x8715,2,2022-04-26,Frecuente
4343,468789442,Hilda,Alarcón Valle,N,1984-06-24,deboraesquivel@example.com,(629)725-4835x459,4,2022-06-14,Frecuente
4344,820411925,Rosalia,Mateo Rentería,N,1986-08-16,luis-manuelfranco@example.com,550-023-0972x9678,2,2022-09-06,Frecuente
4345,711542248,Cristina,Toro Osorio,N,1959-05-21,kbetancourt@example.net,859-040-6209,1,2024-05-20,Frecuente
4346,628338614,Timoteo,Malave Gaona,N,1982-12-23,camila02@example.org,1-013-011-3263x39886,4,2025-06-12,Frecuente
4347,467512616,Noelia,Lugo Villarreal,N,1995-02-08,apolanco@example.net,734-815-3912x219,2,2023-05-25,Frecuente
4348,688712674,Adela,Hernández Espinoza,N,1994-04-07,uapodaca@example.com,1-043-644-4694x4211,4,2023-03-24,Ocasional
4349,155536798,Adela,Partida Quintero,N,1975-04-04,armendarizjorge-luis@example.org,032-615-1871x04044,2,2023-09-11,Frecuente
4350,215785663,Luis Miguel,Ibarra Pacheco,F,1990-09-19,oscarvelazquez@example.net,1-228-401-4497x9057,4,2022-06-02,Ocasional
4351,325283368,Tomás,Gaona Melgar,M,1971-06-05,mercadogabriel@example.org,(318)927-5006x921,4,2025-02-11,Frecuente
4352,144905734,Israel,Espinal Alvarado,F,1982-09-28,melgaralberto@example.net,(748)179-8903x303,,,Ocasional
4353,088263394,Rosalia,Gollum Rosas,M,2003-08-09,tomas81@example.org,1-012-170-9944x95718,,,Ocasional
4354,545040034,Andrés,Fonseca Hernández,N,1982-06-15,ballesterosdulce-maria@example.net,+61(6)9185361067,4,2022-07-28,Ocasional
4355,878418302,Alicia,Rocha Ortiz,M,2000-07-18,arosales@example.org,1-891-271-7732,1,2024-07-11,Ocasional
4356,783539670,Leonel,Tijerina Mena,M,1957-10-31,wtellez@example.org,+52(8)9416863185,1,2025-04-22,Ocasional
4357,035495269,José Emilio,Castro Mateo,M,1976-03-19,yreynoso@example.net,879.054.1166x911,3,2024-04-14,Ocasional
4358,824047515,Jorge,Franco Lomeli,N,1994-03-24,mateoclemente@example.com,699-696-9768,4,2024-05-24,Frecuente
4359,854912454,Luis,Vásquez Alarcón,N,2003-02-15,roblesporfirio@example.org,160-413-7964x0497,3,2023-09-15,Frecuente
4360,190888426,Alma,Gaitán Ureña,N,1979-11-14,hildacadena@example.org,111.557.7018,,,Ocasional
4361,839762989,Estela,Alcala Rodríquez,M,1979-03-25,sara08@example.org,560-943-2013,,,Ocasional
4362,379826267,Alvaro,Corona Cazares,M,1972-11-24,rebecaharo@example.net,403.571.3384,1,2025-02-05,VIP
4363,654636363,Fidel,Ruelas Cruz,M,1967-12-24,eurias@example.org,09657351549,4,2025-11-18,Frecuente
4364,393986057,Juan,Arriaga Olmos,N,1950-05-20,cbanuelos@example.net,(647)124-3468x348,2,2025-12-16,VIP
4365,197686440,Itzel,Lucio Villaseñor,N,2006-04-22,gmondragon@example.net,1-798-005-8326,3,2022-05-03,Ocasional
4366,014207920,Tomás,Viera Rodríguez,N,1982-04-13,leticiaavila@example.com,017.982.1095,4,2024-12-24,VIP
4367,583618619,Sofía,Díaz Sanabria,M,1996-09-08,eugeniaduarte@example.net,1-968-345-1161,,,VIP
4368,491629348,Anabel,Olivo Montemayor,N,1997-03-12,martinezursula@example.org,1-822-262-9365,3,2025-03-18,Frecuente
4369,040798496,Nayeli,Ulibarri Girón,F,2002-09-05,sergio96@example.org,1-204-882-5267,2,2022-01-22,Frecuente
4370,300772234,Ruby,Bermúdez Espinoza,M,1993-11-14,aurora58@example.com,1-409-487-1882x9917,,,Frecuente
4371,726124475,Oswaldo,Aguayo Salgado,M,1976-09-15,gperea@example.com,580-618-7001,4,2025-04-01,Frecuente
4372,629817380,Esmeralda,Pedraza Martínez,F,2006-03-09,contrerasdulce-maria@example.org,06357691364,3,2023-07-03,VIP
4373,575127789,Verónica,Ramírez Echeverría,N,1972-06-26,rosalia85@example.com,(421)228-9853x5414,3,2024-09-17,VIP
4374,142735785,Felipe,Arce Cabrera,N,1974-09-09,diego67@example.org,325-153-1043x080,3,2023-05-21,VIP
4375,644746360,Guillermo,Mayorga García,N,2001-03-27,apontealejandro@example.org,1-904-754-7691,1,2024-06-13,Frecuente
4376,540105865,Martha,Cardona Garay,N,1978-09-20,raul51@example.net,469-172-8471x2719,3,2023-09-29,VIP
4377,985137448,Ruby,Coronado Sáenz,N,1995-09-12,hernanbriones@example.net,(783)333-0655x9761,2,2022-09-03,VIP
4378,427286790,Fabiola,Moya Montalvo,M,1959-05-30,claraacuna@example.net,279-617-7001,3,2022-01-09,Ocasional
4379,564602404,Débora,Tejeda Armenta,F,1968-01-30,jacobo17@example.org,948-898-3311x98968,3,2022-05-04,Frecuente
4380,916497698,Felipe,Naranjo Madrid,N,1985-03-14,negretecitlali@example.net,1-640-605-6432,,,VIP
4381,051257141,Samuel,Alba Arroyo,M,1956-08-08,adalberto91@example.com,275.063.6229x822,1,2025-02-10,Frecuente
4382,930460961,Isaac,Alcala Montaño,N,1951-08-13,nancyornelas@example.com,1-123-584-8420,,,Frecuente
4383,485502095,Reina,Jaimes Cabán,M,1979-08-18,gustavo46@example.net,(042)457-9727,2,2022-12-31,VIP
4384,082629689,Elisa,Brito Guerra,N,1987-11-09,augustocardenas@example.net,082-938-0743x8572,4,2025-02-10,Ocasional
4385,890798344,Sandra,Armenta Gonzales,F,1978-02-21,arturoposada@example.com,05567337610,1,2025-01-01,VIP
4386,066982560,María Elena,Chavarría Quiñones,N,1998-03-18,tvaldes@example.net,659.732.4605x705,1,2024-08-09,Ocasional
4387,405219116,Adriana,Chacón Bustamante,M,1962-05-22,zamoracitlali@example.com,+58(3)6825170245,,,VIP
4388,916584712,Vanesa,Nevárez Cordero,M,1979-09-16,qrendon@example.com,1-344-322-2837x2130,4,2025-05-13,Frecuente
4389,033196203,Dulce María,Saldaña Gaitán,F,1960-07-06,carmenangulo@example.com,(840)004-5344,4,2022-03-19,Ocasional
4390,848522479,Gerardo,Orozco Escalante,F,1991-10-28,modestozayas@example.org,172-724-3347x7204,2,2022-08-31,Ocasional
4391,712161621,Óscar,Irizarry Llamas,M,2002-06-30,minervaolivera@example.org,825-599-4848x27596,1,2022-03-26,Frecuente
4392,007433436,José,Negrete Yáñez,F,1996-06-01,xpuente@example.net,941.300.8710x62359,1,2022-03-14,Frecuente
4393,586942510,Vicente,Carmona Orta,F,1982-05-01,biancasantiago@example.org,(446)495-6656x60207,2,2022-09-19,VIP
4394,761313518,Luis,Cisneros Lemus,M,1992-10-19,arcelia30@example.net,(127)348-5794x941,,,VIP
4395,936523529,Porfirio,Lomeli Lugo,F,1950-08-28,marco-antoniomayorga@example.net,953-705-7549,1,2025-07-02,Frecuente
4396,128413114,Gustavo,Borrego Menéndez,M,1976-07-14,rmaldonado@example.net,05022295185,,,Frecuente
4397,791958358,Wilfrido,Valenzuela Zambrano,N,1995-12-01,gocampo@example.org,06550891490,3,2024-07-29,Ocasional
4398,455519110,Ofelia,Quintana Pichardo,N,1987-10-07,nietomartha@example.com,(004)869-0802x6782,2,2025-01-23,Frecuente
4399,656999335,Cynthia,Herrera Vega,F,1981-01-27,zarateeva@example.com,749-784-7522,2,2024-12-10,Frecuente
4400,712807073,Natalia,Barela Nevárez,N,1991-06-26,araceli56@example.org,499-372-9952x04301,,,Ocasional
4401,219222349,Leticia,Báez Lomeli,N,2005-02-24,lindagodinez@example.net,599.729.8468x585,2,2024-02-09,Ocasional
4402,364737924,María José,Partida Anguiano,M,2005-09-28,adriana57@example.com,975.392.9188x1940,4,2023-06-19,Frecuente
4403,097673949,Jaime,León Sanches,N,1973-10-28,liliana52@example.net,08935805830,1,2023-01-25,Ocasional
4404,186341455,María,Olmos Tovar,M,2000-07-03,abelmatias@example.com,602-442-1173,,,VIP
